CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,DistrictID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,IncidentFromDate,IncidentToDate,latitude,longitude,BriefFacts,hour,day_of_week,district_crime_share,hour_deviation,anomaly_score,anomaly_raw_score
13856,100080037202516738,202516738,2025-10-24,37,8,2,4,9,1,2025-10-24 00:23:25,2025-10-24 00:23:25,13.235216,77.009976,Online Financial Fraud reported near Tumakuru PS-3 jurisdiction.,0,4,0.07221542227662178,3.290651457409326,-1,-0.028261350907449412
1489,100020008202614838,202614838,2026-02-17,8,2,2,5,11,3,2026-02-17 00:53:55,2026-02-17 00:53:55,12.289348,76.611247,Drug Peddling reported near Mysuru PS-4 jurisdiction.,0,1,0.032288698955365625,3.1064271825815433,-1,-0.028129797142933843
11631,100060029202416465,202416465,2024-10-18,29,6,2,4,9,2,2024-10-18 00:11:15,2024-10-18 00:11:15,17.452588,76.900505,Online Financial Fraud reported near Kalaburagi PS-6 jurisdiction.,0,4,0.02461799660441426,3.290651457409326,-1,-0.028088714070847787
8957,100020005202610921,202610921,2026-02-23,5,2,2,4,9,1,2026-02-23 01:18:34,2026-02-23 01:18:34,12.187365,76.577119,Online Financial Fraud reported near Mysuru PS-1 jurisdiction.,1,0,0.024691358024691357,3.039708021379458,-1,-0.027924177581961418
12251,100020006202517249,202517249,2025-02-10,6,2,2,4,9,1,2025-02-10 01:16:49,2025-02-10 01:16:49,12.346167,76.656459,Online Financial Fraud reported near Mysuru PS-2 jurisdiction.,1,0,0.024691358024691357,3.039708021379458,-1,-0.027924177581961418
17735,100050019202517746,202517746,2025-11-17,19,5,2,5,11,1,2025-11-17 01:05:52,2025-11-17 01:05:52,15.406985,74.98876,Drug Peddling reported near Hubballi-Dharwad PS-1 jurisdiction.,1,0,0.08194774346793349,2.939715951296488,-1,-0.02778106133742153
12604,100050021202515134,202515134,2025-12-22,21,5,2,2,6,1,2025-12-22 03:57:50,2025-12-22 03:57:50,15.233404,75.060852,Chain Snatching reported near Hubballi-Dharwad PS-3 jurisdiction.,3,0,0.07363420427553444,3.2867782063183015,-1,-0.027482923622012656
10080,100020005202417404,202417404,2024-10-13,5,2,1,3,8,2,2024-10-13 03:46:18,2024-10-13 03:46:18,12.16098,76.570623,Dowry Harassment reported near Mysuru PS-1 jurisdiction.,3,6,0.6258309591642925,2.5195282578525475,-1,-0.027474538948918492
8603,100070034202514692,202514692,2025-11-17,34,7,2,2,5,3,2025-11-17 22:05:20,2025-11-17 22:05:20,15.292029,77.022231,Vehicle Theft reported near Ballari PS-5 jurisdiction.,22,0,0.02749301025163094,2.9528482643451315,-1,-0.027451880034727094
16694,100060024202412178,202412178,2024-01-21,24,6,1,5,11,2,2024-01-21 05:33:05,2024-01-21 05:33:05,17.300079,76.888575,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.,5,6,0.6897283531409168,2.2728710261562672,-1,-0.027333916259211444
3665,100060028202410962,202410962,2024-06-03,28,6,1,2,5,2,2024-06-03 23:47:12,2024-06-03 23:47:12,17.305892,76.747026,Vehicle Theft reported near Kalaburagi PS-5 jurisdiction.,23,0,0.021222410865874362,3.123993792452915,-1,-0.02727717691093201
17715,100070034202410186,202410186,2024-08-27,34,7,2,5,11,1,2024-08-27 00:23:48,2024-08-27 00:23:48,15.287705,77.052799,Drug Peddling reported near Ballari PS-5 jurisdiction.,0,1,0.02842497670083877,3.1064271825815433,-1,-0.027249198090022908
429,100070034202410890,202410890,2024-05-01,34,7,1,6,13,1,2024-05-01 01:25:10,2024-05-01 01:25:10,15.252597,77.031632,Rioting reported near Ballari PS-5 jurisdiction.,1,2,0.6356011183597391,2.8762049301226886,-1,-0.027226023356863527
17436,100070033202514990,202514990,2025-08-27,33,7,1,6,13,1,2025-08-27 01:06:59,2025-08-27 01:06:59,15.065768,76.831503,Rioting reported near Ballari PS-4 jurisdiction.,1,2,0.6356011183597391,2.8762049301226886,-1,-0.027226023356863527
1537,100070030202614914,202614914,2026-03-11,30,7,1,6,13,2,2026-03-11 01:07:04,2026-03-11 01:07:04,15.212104,77.039687,Rioting reported near Ballari PS-1 jurisdiction.,1,2,0.6356011183597391,2.8762049301226886,-1,-0.027226023356863527
8610,100050021202610705,202610705,2026-03-29,21,5,1,5,11,1,2026-03-29 00:14:30,2026-03-29 00:14:30,15.232239,75.028667,Drug Peddling reported near Hubballi-Dharwad PS-3 jurisdiction.,0,6,0.08194774346793349,3.1064271825815433,-1,-0.02708643905631647
1576,100050021202414548,202414548,2024-07-21,21,5,1,5,11,2,2024-07-21 00:01:22,2024-07-21 00:01:22,15.241033,75.030755,Drug Peddling reported near Hubballi-Dharwad PS-3 jurisdiction.,0,6,0.08194774346793349,3.1064271825815433,-1,-0.02708643905631647
368,100070030202416475,202416475,2024-03-03,30,7,2,6,13,1,2024-03-03 05:23:44,2024-03-03 05:23:44,15.207988,77.027615,Rioting reported near Ballari PS-1 jurisdiction.,5,6,0.6356011183597391,2.1302050855759163,-1,-0.02701614717808798
15557,100020006202416691,202416691,2024-09-16,6,2,1,4,9,1,2024-09-16 00:08:09,2024-09-16 00:08:09,12.322704,76.654062,Online Financial Fraud reported near Mysuru PS-2 jurisdiction.,0,0,0.024691358024691357,3.290651457409326,-1,-0.02701208274067146
3613,100050022202415733,202415733,2024-12-07,22,5,1,2,6,2,2024-12-07 00:39:48,2024-12-07 00:39:48,15.26032,75.052486,Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction.,0,5,0.07363420427553444,3.9090285103813174,-1,-0.026886714872848105
1207,100050020202410117,202410117,2024-12-29,20,5,2,2,6,1,2024-12-29 04:05:43,2024-12-29 04:05:43,15.284901,75.080416,Chain Snatching reported near Hubballi-Dharwad PS-2 jurisdiction.,4,6,0.07363420427553444,3.0793614382972967,-1,-0.02663987426944936
1663,100060024202414749,202414749,2024-04-15,24,6,2,2,6,1,2024-04-15 03:16:41,2024-04-15 03:16:41,17.298533,76.892337,Chain Snatching reported near Kalaburagi PS-1 jurisdiction.,3,0,0.027589134125636672,3.2867782063183015,-1,-0.02663705445917064
7602,100100051202511319,202511319,2025-08-29,51,10,2,2,5,1,2025-08-29 23:49:45,2025-08-29 23:49:45,14.454447,76.043985,Vehicle Theft reported near Davanagere PS-6 jurisdiction.,23,4,0.06612685560053981,3.123993792452915,-1,-0.02589362941062212
10075,100090042202410594,202410594,2024-11-10,42,9,1,2,5,1,2024-11-10 23:02:03,2024-11-10 23:02:03,13.806881,75.457476,Vehicle Theft reported near Shivamogga PS-2 jurisdiction.,23,6,0.07645631067961164,3.123993792452915,-1,-0.025869110997397526
1834,100090042202513314,202513314,2025-12-14,42,9,2,6,13,1,2025-12-14 01:05:10,2025-12-14 01:05:10,13.800229,75.451479,Rioting reported near Shivamogga PS-2 jurisdiction.,1,6,0.08373786407766991,2.8762049301226886,-1,-0.025532056139404236
3748,100010001202617190,202617190,2026-03-08,1,1,1,3,8,1,2026-03-08 01:12:31,2026-03-08 01:12:31,12.838573,77.541898,Dowry Harassment reported near Bengaluru PS-1 jurisdiction.,1,6,0.00971628449280995,2.863693058508874,-1,-0.025503204891608178
15061,100100049202416764,202416764,2024-06-08,49,10,2,2,6,3,2024-06-08 03:40:22,2024-06-08 03:40:22,14.407396,75.951327,Chain Snatching reported near Davanagere PS-4 jurisdiction.,3,5,0.07827260458839407,3.2867782063183015,-1,-0.025405527268198003
376,100090044202517337,202517337,2025-03-18,44,9,2,6,13,1,2025-03-18 00:05:34,2025-03-18 00:05:34,13.923597,75.437724,Rioting reported near Shivamogga PS-4 jurisdiction.,0,1,0.08373786407766991,3.0627048912593815,-1,-0.025377792892791295
14389,100050020202417877,202417877,2024-10-06,20,5,1,2,6,2,2024-10-06 02:27:13,2024-10-06 02:27:13,15.278833,75.069448,Chain Snatching reported near Hubballi-Dharwad PS-2 jurisdiction.,2,6,0.07363420427553444,3.494194974339307,-1,-0.0252859299810112
15294,100060024202416076,202416076,2024-06-15,24,6,2,5,11,3,2024-06-15 03:01:46,2024-06-15 03:01:46,17.299445,76.882061,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.,3,5,0.6897283531409168,2.6062934887263776,-1,-0.02514856084521655
14526,100080035202413223,202413223,2024-05-11,35,8,2,6,13,2,2024-05-11 00:53:09,2024-05-11 00:53:09,13.260165,77.113731,Rioting reported near Tumakuru PS-1 jurisdiction.,0,5,0.07588739290085679,3.0627048912593815,-1,-0.025103941612002134
14309,100080036202416323,202416323,2024-11-23,36,8,2,6,13,3,2024-11-23 00:16:54,2024-11-23 00:16:54,13.43479,77.16316,Rioting reported near Tumakuru PS-2 jurisdiction.,0,5,0.07588739290085679,3.0627048912593815,-1,-0.025103941612002134
2587,100020007202516222,202516222,2025-06-18,7,2,1,3,8,1,2025-06-18 01:04:39,2025-06-18 01:04:39,12.346555,76.687155,Dowry Harassment reported near Mysuru PS-3 jurisdiction.,1,2,0.6258309591642925,2.863693058508874,-1,-0.024945336371633098
5427,100010001202413053,202413053,2024-10-28,1,1,2,2,6,4,2024-10-28 07:52:16,2024-10-28 07:52:16,12.830931,77.508265,Chain Snatching reported near Bengaluru PS-1 jurisdiction.,7,0,0.5077730275942479,2.457111134234281,-1,-0.02482345044811962
17327,100070031202411118,202411118,2024-08-03,31,7,2,5,11,3,2024-08-03 00:19:35,2024-08-03 00:19:35,15.212927,76.831077,Drug Peddling reported near Ballari PS-2 jurisdiction.,0,5,0.02842497670083877,3.1064271825815433,-1,-0.02467027272532263
7584,100060028202611479,202611479,2026-04-11,28,6,2,6,13,1,2026-04-11 00:40:39,2026-04-11 00:40:39,17.337973,76.784073,Rioting reported near Kalaburagi PS-5 jurisdiction.,0,5,0.022920203735144314,3.0627048912593815,-1,-0.0243855036675239
14134,100010003202413179,202413179,2024-09-30,3,1,2,4,9,2,2024-09-30 04:10:17,2024-09-30 04:10:17,13.019484,77.704861,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.,4,0,0.3628060629615235,2.2868777132898535,-1,-0.024123134438658878
1646,100010004202612427,202612427,2026-01-20,4,1,2,2,6,3,2026-01-20 05:50:06,2026-01-20 05:50:06,12.855038,77.555416,Chain Snatching reported near Bengaluru PS-4 jurisdiction.,5,1,0.5077730275942479,2.8719446702762914,-1,-0.02403133099982635
15048,100030010202616188,202616188,2026-04-08,10,3,2,2,5,3,2026-04-08 23:26:39,2026-04-08 23:26:39,13.021309,74.901332,Vehicle Theft reported near Mangaluru PS-2 jurisdiction.,23,2,0.6624548736462094,3.123993792452915,-1,-0.02359866730091542
13284,100090041202412494,202412494,2024-10-27,41,9,1,5,11,1,2024-10-27 00:40:45,2024-10-27 00:40:45,13.950476,75.426129,Drug Peddling reported near Shivamogga PS-1 jurisdiction.,0,6,0.07402912621359223,3.1064271825815433,-1,-0.023359274794654383
1753,100080038202613783,202613783,2026-03-29,38,8,1,2,5,4,2026-03-29 23:34:58,2026-03-29 23:34:58,13.402006,77.118928,Vehicle Theft reported near Tumakuru PS-4 jurisdiction.,23,6,0.06364749082007344,3.123993792452915,-1,-0.023136185847677404
409,100010003202613819,202613819,2026-02-15,3,1,1,6,13,2,2026-02-15 01:08:33,2026-02-15 01:08:33,13.026643,77.730983,Rioting reported near Bengaluru PS-3 jurisdiction.,1,6,0.010687912942090944,2.8762049301226886,-1,-0.02264289828276156
12773,100030012202410382,202410382,2024-06-09,12,3,1,6,13,1,2024-06-09 00:02:40,2024-06-09 00:02:40,13.039448,74.792402,Rioting reported near Mangaluru PS-4 jurisdiction.,0,6,0.029332129963898917,3.0627048912593815,-1,-0.021874316896521195
5914,100040018202416709,202416709,2024-08-04,18,4,1,5,11,3,2024-08-04 00:32:57,2024-08-04 00:32:57,15.888167,74.613851,Drug Peddling reported near Belagavi PS-4 jurisdiction.,0,6,0.060794044665012405,3.1064271825815433,-1,-0.021776486785099358
2339,100100051202610782,202610782,2026-04-19,51,10,2,6,13,2,2026-04-19 01:59:37,2026-04-19 01:59:37,14.434751,76.051831,Rioting reported near Davanagere PS-6 jurisdiction.,1,6,0.0728744939271255,2.8762049301226886,-1,-0.02172471107225027
12750,100100050202610348,202610348,2026-05-25,50,10,2,2,6,2,2026-05-25 04:16:15,2026-05-25 04:16:15,14.33328,75.906641,Chain Snatching reported near Davanagere PS-5 jurisdiction.,4,0,0.07827260458839407,3.0793614382972967,-1,-0.02165760090008284
443,100040016202417234,202417234,2024-03-15,16,4,2,5,11,4,2024-03-15 00:24:02,2024-03-15 00:24:02,15.998151,74.447477,Drug Peddling reported near Belagavi PS-2 jurisdiction.,0,4,0.060794044665012405,3.1064271825815433,-1,-0.02151912041048465
11290,100080039202414723,202414723,2024-06-26,39,8,1,2,6,1,2024-06-26 00:03:06,2024-06-26 00:03:06,13.419761,77.099863,Chain Snatching reported near Tumakuru PS-5 jurisdiction.,0,2,0.08445532435740515,3.9090285103813174,-1,-0.021511432365597494
10156,100080035202515968,202515968,2025-01-09,35,8,2,2,5,1,2025-01-09 23:31:14,2025-01-09 23:31:14,13.242592,77.115562,Vehicle Theft reported near Tumakuru PS-1 jurisdiction.,23,3,0.06364749082007344,3.123993792452915,-1,-0.021490901698260068
8370,100030014202515450,202515450,2025-10-17,14,3,2,5,11,3,2025-10-17 00:26:20,2025-10-17 00:26:20,13.025517,74.882357,Drug Peddling reported near Mangaluru PS-6 jurisdiction.,0,4,0.023014440433212997,3.1064271825815433,-1,-0.021480957291187375
8003,100080038202511121,202511121,2025-07-18,38,8,2,5,11,1,2025-07-18 00:41:41,2025-07-18 00:41:41,13.408537,77.124929,Drug Peddling reported near Tumakuru PS-4 jurisdiction.,0,4,0.07466340269277846,3.1064271825815433,-1,-0.021442265210107836
951,100030012202513259,202513259,2025-03-29,12,3,2,6,13,4,2025-03-29 00:13:55,2025-03-29 00:13:55,13.050504,74.79688,Rioting reported near Mangaluru PS-4 jurisdiction.,0,5,0.029332129963898917,3.0627048912593815,-1,-0.02132980987285482
14272,100090041202616522,202616522,2026-03-20,41,9,2,5,11,1,2026-03-20 00:11:23,2026-03-20 00:11:23,13.919525,75.447215,Drug Peddling reported near Shivamogga PS-1 jurisdiction.,0,4,0.07402912621359223,3.1064271825815433,-1,-0.021223168308804885
7725,100060029202516309,202516309,2025-12-20,29,6,2,5,11,3,2025-12-20 04:55:29,2025-12-20 04:55:29,17.445536,76.89587,Drug Peddling reported near Kalaburagi PS-6 jurisdiction.,4,5,0.6897283531409168,2.4395822574413226,-1,-0.021200374248497522
6445,100010002202516360,202516360,2025-01-27,2,1,1,2,5,2,2025-01-27 22:31:07,2025-01-27 22:31:07,12.890519,77.649769,Vehicle Theft reported near Bengaluru PS-2 jurisdiction.,22,0,0.010687912942090944,2.9528482643451315,-1,-0.02072456907650222
3261,100010004202410868,202410868,2024-05-20,4,1,1,2,5,3,2024-05-20 22:29:28,2024-05-20 22:29:28,12.85646,77.581533,Vehicle Theft reported near Bengaluru PS-4 jurisdiction.,22,0,0.010687912942090944,2.9528482643451315,-1,-0.02072456907650222
6025,100010004202616971,202616971,2026-05-25,4,1,1,2,5,2,2026-05-25 22:21:12,2026-05-25 22:21:12,12.859022,77.571363,Vehicle Theft reported near Bengaluru PS-4 jurisdiction.,22,0,0.010687912942090944,2.9528482643451315,-1,-0.02072456907650222
8157,100030014202511877,202511877,2025-05-24,14,3,2,2,6,2,2025-05-24 03:31:06,2025-05-24 03:31:06,13.005248,74.897522,Chain Snatching reported near Mangaluru PS-6 jurisdiction.,3,5,0.03384476534296029,3.2867782063183015,-1,-0.020701809270073146
3108,100030009202610106,202610106,2026-04-04,9,3,2,2,6,2,2026-04-04 03:11:46,2026-04-04 03:11:46,13.007447,74.713897,Chain Snatching reported near Mangaluru PS-1 jurisdiction.,3,5,0.03384476534296029,3.2867782063183015,-1,-0.020701809270073146
14224,100080039202510265,202510265,2025-02-25,39,8,2,2,6,1,2025-02-25 03:49:24,2025-02-25 03:49:24,13.425032,77.094456,Chain Snatching reported near Tumakuru PS-5 jurisdiction.,3,1,0.08445532435740515,3.2867782063183015,-1,-0.020572939684905145
5683,100040015202413990,202413990,2024-05-12,15,4,1,2,6,2,2024-05-12 03:33:03,2024-05-12 03:33:03,15.931164,74.512633,Chain Snatching reported near Belagavi PS-1 jurisdiction.,3,6,0.05955334987593052,3.2867782063183015,-1,-0.020547737257979648
5477,100070030202614010,202614010,2026-04-14,30,7,1,6,13,4,2026-04-14 02:14:09,2026-04-14 02:14:09,15.207904,77.016492,Rioting reported near Ballari PS-1 jurisdiction.,2,1,0.6356011183597391,2.6897049689859953,-1,-0.02021286034129144
686,100070033202413177,202413177,2024-08-30,33,7,2,6,13,2,2024-08-30 02:49:33,2024-08-30 02:49:33,15.072649,76.837509,Rioting reported near Ballari PS-4 jurisdiction.,2,4,0.6356011183597391,2.6897049689859953,-1,-0.019855409741123764
593,100070033202511235,202511235,2025-01-31,33,7,2,6,13,1,2025-01-31 02:26:24,2025-01-31 02:26:24,15.087937,76.838779,Rioting reported near Ballari PS-4 jurisdiction.,2,4,0.6356011183597391,2.6897049689859953,-1,-0.019855409741123764
17545,100070034202416742,202416742,2024-09-06,34,7,2,6,13,4,2024-09-06 02:17:30,2024-09-06 02:17:30,15.291408,77.040769,Rioting reported near Ballari PS-5 jurisdiction.,2,4,0.6356011183597391,2.6897049689859953,-1,-0.019855409741123764
6291,100020006202414921,202414921,2024-05-06,6,2,2,4,9,2,2024-05-06 23:34:45,2024-05-06 23:34:45,12.32206,76.648689,Online Financial Fraud reported near Mysuru PS-2 jurisdiction.,23,0,0.024691358024691357,2.4810475712776405,-1,-0.01972620491244126
7291,100010001202510048,202510048,2025-02-14,1,1,2,2,5,3,2025-02-14 22:41:14,2025-02-14 22:41:14,12.84344,77.512827,Vehicle Theft reported near Bengaluru PS-1 jurisdiction.,22,4,0.010687912942090944,2.9528482643451315,-1,-0.01968226386139149
3555,100010004202613246,202613246,2026-01-18,4,1,1,4,9,1,2026-01-18 23:52:50,2026-01-18 23:52:50,12.859381,77.583941,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.,23,6,0.3628060629615235,2.4810475712776405,-1,-0.019580139090842663
3589,100100049202510088,202510088,2025-05-11,49,10,1,6,13,3,2025-05-11 00:11:52,2025-05-11 00:11:52,14.409499,75.958287,Rioting reported near Davanagere PS-4 jurisdiction.,0,6,0.0728744939271255,3.0627048912593815,-1,-0.019574147008692422
8895,100030010202416449,202416449,2024-04-09,10,3,1,2,5,2,2024-04-09 23:57:35,2024-04-09 23:57:35,12.997951,74.928126,Vehicle Theft reported near Mangaluru PS-2 jurisdiction.,23,1,0.6624548736462094,3.123993792452915,-1,-0.019487998925964645
13685,100020006202510815,202510815,2025-03-06,6,2,1,2,6,3,2025-03-06 00:23:08,2025-03-06 00:23:08,12.327529,76.643362,Chain Snatching reported near Mysuru PS-2 jurisdiction.,0,3,0.024691358024691357,3.9090285103813174,-1,-0.019467939872371165
16455,100030012202615436,202615436,2026-03-02,12,3,2,2,5,1,2026-03-02 21:06:16,2026-03-02 21:06:16,13.053931,74.799339,Vehicle Theft reported near Mangaluru PS-4 jurisdiction.,21,0,0.6624548736462094,2.781702736237348,-1,-0.01944825116538429
14678,100060029202611200,202611200,2026-02-04,29,6,2,2,6,1,2026-02-04 02:00:15,2026-02-04 02:00:15,17.45527,76.875332,Chain Snatching reported near Kalaburagi PS-6 jurisdiction.,2,2,0.027589134125636672,3.494194974339307,-1,-0.019427682090643827
1218,100030011202613543,202613543,2026-05-31,11,3,1,3,8,1,2026-05-31 00:15:47,2026-05-31 00:15:47,12.882849,74.762168,Dowry Harassment reported near Mangaluru PS-3 jurisdiction.,0,6,0.02572202166064982,3.0357754588370374,-1,-0.019406689840125058
8685,100030011202416647,202416647,2024-06-04,11,3,2,2,6,1,2024-06-04 03:50:29,2024-06-04 03:50:29,12.879847,74.738536,Chain Snatching reported near Mangaluru PS-3 jurisdiction.,3,1,0.03384476534296029,3.2867782063183015,-1,-0.019244200347630303
8153,100070030202417380,202417380,2024-06-03,30,7,2,4,9,1,2024-06-03 23:05:36,2024-06-03 23:05:36,15.20525,77.009927,Online Financial Fraud reported near Ballari PS-1 jurisdiction.,23,0,0.028890959925442685,2.4810475712776405,-1,-0.01904475921970472
4630,100100049202410719,202410719,2024-05-26,49,10,1,3,8,1,2024-05-26 00:12:41,2024-05-26 00:12:41,14.409734,75.956727,Dowry Harassment reported near Davanagere PS-4 jurisdiction.,0,6,0.0796221322537112,3.0357754588370374,-1,-0.018997331116931915
10575,100050022202416765,202416765,2024-03-01,22,5,2,6,13,1,2024-03-01 00:57:10,2024-03-01 00:57:10,15.245734,75.037947,Rioting reported near Hubballi-Dharwad PS-4 jurisdiction.,0,4,0.07957244655581948,3.0627048912593815,-1,-0.018919608629144546
1075,100100051202514746,202514746,2025-07-04,51,10,2,5,11,1,2025-07-04 00:42:15,2025-07-04 00:42:15,14.434273,76.045569,Drug Peddling reported near Davanagere PS-6 jurisdiction.,0,4,0.06747638326585695,3.1064271825815433,-1,-0.018817987909765632
15338,100080040202615608,202615608,2026-03-23,40,8,2,2,5,1,2026-03-23 21:47:40,2026-03-23 21:47:40,13.380108,77.08459,Vehicle Theft reported near Tumakuru PS-6 jurisdiction.,21,0,0.06364749082007344,2.781702736237348,-1,-0.018785092585533736
14359,100070030202414032,202414032,2024-04-30,30,7,2,6,13,4,2024-04-30 05:39:44,2024-04-30 05:39:44,15.177977,77.029314,Rioting reported near Ballari PS-1 jurisdiction.,5,1,0.6356011183597391,2.1302050855759163,-1,-0.018712208435268107
16531,100020006202514876,202514876,2025-04-14,6,2,1,5,11,2,2025-04-14 00:03:22,2025-04-14 00:03:22,12.327804,76.663954,Drug Peddling reported near Mysuru PS-2 jurisdiction.,0,0,0.032288698955365625,3.1064271825815433,-1,-0.018541139706792054
13901,100030011202512482,202512482,2025-02-06,11,3,2,2,6,1,2025-02-06 02:43:35,2025-02-06 02:43:35,12.853986,74.759828,Chain Snatching reported near Mangaluru PS-3 jurisdiction.,2,3,0.03384476534296029,3.494194974339307,-1,-0.018466547739050987
4899,100090041202516987,202516987,2025-03-17,41,9,1,2,5,1,2025-03-17 22:17:59,2025-03-17 22:17:59,13.932533,75.444368,Vehicle Theft reported near Shivamogga PS-1 jurisdiction.,22,0,0.07645631067961164,2.9528482643451315,-1,-0.018308630970439332
12475,100100048202616726,202616726,2026-01-06,48,10,2,2,6,3,2026-01-06 03:50:23,2026-01-06 03:50:23,14.511896,75.938583,Chain Snatching reported near Davanagere PS-3 jurisdiction.,3,1,0.07827260458839407,3.2867782063183015,-1,-0.018080074308226668
6142,100020005202411527,202411527,2024-05-18,5,2,1,3,8,1,2024-05-18 02:01:20,2024-05-18 02:01:20,12.179381,76.570429,Dowry Harassment reported near Mysuru PS-1 jurisdiction.,2,5,0.6258309591642925,2.6916106581807107,-1,-0.018007637785653396
15200,100070034202514625,202514625,2025-09-21,34,7,2,5,11,3,2025-09-21 02:13:19,2025-09-21 02:13:19,15.253793,77.029864,Drug Peddling reported near Ballari PS-5 jurisdiction.,2,6,0.02842497670083877,2.773004720011433,-1,-0.01765550632304269
10209,100010003202514352,202514352,2025-08-09,3,1,1,3,8,1,2025-08-09 00:30:52,2025-08-09 00:30:52,13.041083,77.698442,Dowry Harassment reported near Bengaluru PS-3 jurisdiction.,0,5,0.00971628449280995,3.0357754588370374,-1,-0.017541726778817157
6602,100080037202510658,202510658,2025-06-01,37,8,1,3,8,4,2025-06-01 00:31:30,2025-06-01 00:31:30,13.223469,77.010293,Dowry Harassment reported near Tumakuru PS-3 jurisdiction.,0,6,0.07588739290085679,3.0357754588370374,-1,-0.017516058794277645
17849,100080040202517854,202517854,2025-02-16,40,8,1,3,8,1,2025-02-16 00:03:43,2025-02-16 00:03:43,13.344729,77.081273,Dowry Harassment reported near Tumakuru PS-6 jurisdiction.,0,6,0.07588739290085679,3.0357754588370374,-1,-0.017516058794277645
12599,100030009202513286,202513286,2025-11-16,9,3,2,2,5,1,2025-11-16 21:20:53,2025-11-16 21:20:53,13.018597,74.712212,Vehicle Theft reported near Mangaluru PS-1 jurisdiction.,21,6,0.6624548736462094,2.781702736237348,-1,-0.01746069784793458
7336,100050020202612605,202612605,2026-04-19,20,5,1,3,8,1,2026-04-19 00:52:37,2026-04-19 00:52:37,15.298167,75.067511,Dowry Harassment reported near Hubballi-Dharwad PS-2 jurisdiction.,0,6,0.06294536817102138,3.0357754588370374,-1,-0.017323682667835127
9097,100050019202516316,202516316,2025-03-20,19,5,2,2,6,2,2025-03-20 02:09:48,2025-03-20 02:09:48,15.420468,75.004467,Chain Snatching reported near Hubballi-Dharwad PS-1 jurisdiction.,2,3,0.07363420427553444,3.494194974339307,-1,-0.01719739122337738
383,100050023202612315,202612315,2026-02-19,23,5,2,2,6,1,2026-02-19 02:37:11,2026-02-19 02:37:11,15.414939,75.086809,Chain Snatching reported near Hubballi-Dharwad PS-5 jurisdiction.,2,3,0.07363420427553444,3.494194974339307,-1,-0.01719739122337738
8649,100050022202417322,202417322,2024-12-19,22,5,2,2,6,4,2024-12-19 02:50:25,2024-12-19 02:50:25,15.248919,75.043817,Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction.,2,3,0.07363420427553444,3.494194974339307,-1,-0.01719739122337738
16534,100040016202413215,202413215,2024-12-20,16,4,2,6,13,3,2024-12-20 00:02:30,2024-12-20 00:02:30,15.998615,74.464917,Rioting reported near Belagavi PS-2 jurisdiction.,0,4,0.07568238213399504,3.0627048912593815,-1,-0.01717572494582076
2702,100090044202511431,202511431,2025-08-12,44,9,2,2,5,1,2025-08-12 22:43:29,2025-08-12 22:43:29,13.905783,75.451799,Vehicle Theft reported near Shivamogga PS-4 jurisdiction.,22,1,0.07645631067961164,2.9528482643451315,-1,-0.017173896170755487
1280,100080035202410112,202410112,2024-03-16,35,8,2,4,9,1,2024-03-16 01:16:59,2024-03-16 01:16:59,13.252972,77.119085,Online Financial Fraud reported near Tumakuru PS-1 jurisdiction.,1,5,0.07221542227662178,3.039708021379458,-1,-0.01717338761194598
9592,100030010202516415,202516415,2025-06-25,10,3,1,2,6,2,2025-06-25 00:44:20,2025-06-25 00:44:20,12.995369,74.907009,Chain Snatching reported near Mangaluru PS-2 jurisdiction.,0,2,0.03384476534296029,3.9090285103813174,-1,-0.017093085194785806
790,100070031202514498,202514498,2025-06-01,31,7,2,4,9,1,2025-06-01 02:08:47,2025-06-01 02:08:47,15.22298,76.822403,Online Financial Fraud reported near Ballari PS-2 jurisdiction.,2,6,0.028890959925442685,2.7887645853495897,-1,-0.01701502813931699
9447,100070033202611960,202611960,2026-01-04,33,7,2,4,9,1,2026-01-04 02:46:15,2026-01-04 02:46:15,15.061692,76.836564,Online Financial Fraud reported near Ballari PS-4 jurisdiction.,2,6,0.028890959925442685,2.7887645853495897,-1,-0.01701502813931699
12514,100070030202617060,202617060,2026-06-29,30,7,1,6,13,4,2026-06-29 05:22:47,2026-06-29 05:22:47,15.20646,77.011538,Rioting reported near Ballari PS-1 jurisdiction.,5,0,0.6356011183597391,2.1302050855759163,-1,-0.01671013954120859
1125,100010001202510450,202510450,2025-05-05,1,1,2,2,5,2,2025-05-05 20:08:13,2025-05-05 20:08:13,12.828048,77.544952,Vehicle Theft reported near Bengaluru PS-1 jurisdiction.,20,0,0.010687912942090944,2.6105572081295643,-1,-0.01669087142101877
10847,100020006202514965,202514965,2025-08-28,6,2,2,5,11,2,2025-08-28 00:10:02,2025-08-28 00:10:02,12.328888,76.645584,Drug Peddling reported near Mysuru PS-2 jurisdiction.,0,3,0.032288698955365625,3.1064271825815433,-1,-0.01663260273041578
