CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,DistrictID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,IncidentFromDate,IncidentToDate,latitude,longitude,BriefFacts
3617,100060029202511064,202511064,2025-02-03,29,6,1,1,3,2,2025-02-03 00:41:34,2025-02-03 00:41:34,17.458315,76.899417,Attempt to Murder reported near Kalaburagi PS-6 jurisdiction.
3618,100040016202617924,202617924,2026-02-07,16,4,2,4,10,2,2026-02-07 06:28:13,2026-02-07 06:28:13,15.979128,74.472817,Phishing / Identity Theft reported near Belagavi PS-2 jurisdiction.
3619,100010001202409186,202409186,2024-03-29,1,1,2,2,6,3,2024-03-29 21:31:20,2024-03-29 21:31:20,12.810235,77.546281,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3620,100010004202402614,202402614,2024-08-04,4,1,1,2,6,1,2024-08-04 20:34:10,2024-08-04 20:34:10,12.844604,77.569082,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
3621,100040018202616878,202616878,2026-05-23,18,4,1,6,13,4,2026-05-23 13:30:10,2026-05-23 13:30:10,15.895759,74.611014,Rioting reported near Belagavi PS-4 jurisdiction.
3622,100010004202514467,202514467,2025-07-09,4,1,1,1,1,1,2025-07-09 21:59:14,2025-07-09 21:59:14,12.8365,77.591139,Murder reported near Bengaluru PS-4 jurisdiction.
3623,100020008202401472,202401472,2024-05-20,8,2,1,3,8,4,2024-05-20 20:16:37,2024-05-20 20:16:37,12.267713,76.613228,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
3624,100010001202403226,202403226,2024-03-26,1,1,2,2,6,1,2024-03-26 21:48:25,2024-03-26 21:48:25,12.818638,77.521412,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3625,100040018202412276,202412276,2024-07-18,18,4,1,2,5,1,2024-07-18 06:16:01,2024-07-18 06:16:01,15.894556,74.595985,Vehicle Theft reported near Belagavi PS-4 jurisdiction.
3626,100100047202413190,202413190,2024-09-30,47,10,1,6,14,1,2024-09-30 18:28:30,2024-09-30 18:28:30,14.329958,75.993886,Public Nuisance reported near Davanagere PS-2 jurisdiction.
3627,100060026202600730,202600730,2026-02-10,26,6,2,5,11,2,2026-02-10 22:10:19,2026-02-10 22:10:19,17.205714,76.869327,Drug Peddling reported near Kalaburagi PS-3 jurisdiction.
3628,100090045202513865,202513865,2025-05-17,45,9,1,2,6,3,2025-05-17 06:33:03,2025-05-17 06:33:03,13.897023,75.714888,Chain Snatching reported near Shivamogga PS-5 jurisdiction.
3629,100060026202506861,202506861,2025-04-10,26,6,2,5,11,2,2025-04-10 23:09:47,2025-04-10 23:09:47,17.183044,76.879606,Drug Peddling reported near Kalaburagi PS-3 jurisdiction.
3630,100070033202502713,202502713,2025-06-24,33,7,1,6,13,3,2025-06-24 17:36:20,2025-06-24 17:36:20,15.078763,76.838101,Rioting reported near Ballari PS-4 jurisdiction.
3631,100060025202509286,202509286,2025-12-01,25,6,2,5,11,2,2025-12-01 22:15:30,2025-12-01 22:15:30,17.398774,76.897002,Drug Peddling reported near Kalaburagi PS-2 jurisdiction.
3632,100010001202505738,202505738,2025-06-14,1,1,1,2,6,3,2025-06-14 23:42:00,2025-06-14 23:42:00,12.828023,77.513931,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3633,100010001202508587,202508587,2025-03-24,1,1,1,2,6,3,2025-03-24 18:19:30,2025-03-24 18:19:30,12.818867,77.529059,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3634,100060029202404277,202404277,2024-11-08,29,6,2,5,11,2,2024-11-08 21:48:28,2024-11-08 21:48:28,17.459779,76.886733,Drug Peddling reported near Kalaburagi PS-6 jurisdiction.
3635,100060028202506690,202506690,2025-12-09,28,6,1,5,11,2,2025-12-09 21:19:55,2025-12-09 21:19:55,17.337807,76.76206,Drug Peddling reported near Kalaburagi PS-5 jurisdiction.
3636,100010002202416095,202416095,2024-02-12,2,1,2,5,12,3,2024-02-12 16:44:05,2024-02-12 16:44:05,12.885266,77.662033,Drug Possession reported near Bengaluru PS-2 jurisdiction.
3637,100010003202508165,202508165,2025-08-27,3,1,1,4,9,1,2025-08-27 10:46:15,2025-08-27 10:46:15,13.018998,77.715427,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
3638,100010003202610247,202610247,2026-05-20,3,1,1,2,4,4,2026-05-20 23:16:15,2026-05-20 23:16:15,13.006288,77.706375,House Burglary reported near Bengaluru PS-3 jurisdiction.
3639,100010003202508775,202508775,2025-06-12,3,1,1,2,6,2,2025-06-12 19:49:16,2025-06-12 19:49:16,13.027574,77.69668,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3640,100080035202517395,202517395,2025-05-19,35,8,1,5,11,1,2025-05-19 01:56:18,2025-05-19 01:56:18,13.266366,77.126722,Drug Peddling reported near Tumakuru PS-1 jurisdiction.
3641,100010002202510776,202510776,2025-05-25,2,1,2,6,14,3,2025-05-25 11:48:30,2025-05-25 11:48:30,12.869864,77.665848,Public Nuisance reported near Bengaluru PS-2 jurisdiction.
3642,100070031202501421,202501421,2025-05-24,31,7,1,6,13,4,2025-05-24 20:23:20,2025-05-24 20:23:20,15.228648,76.843289,Rioting reported near Ballari PS-2 jurisdiction.
3643,100010002202401321,202401321,2024-12-31,2,1,2,2,6,2,2024-12-31 20:23:36,2024-12-31 20:23:36,12.882157,77.678471,Chain Snatching reported near Bengaluru PS-2 jurisdiction.
3644,100040017202512261,202512261,2025-02-26,17,4,1,1,2,1,2025-02-26 03:08:39,2025-02-26 03:08:39,15.87487,74.582169,Grievous Hurt reported near Belagavi PS-3 jurisdiction.
3645,100050022202511401,202511401,2025-08-21,22,5,2,6,14,1,2025-08-21 07:29:14,2025-08-21 07:29:14,15.252506,75.072889,Public Nuisance reported near Hubballi-Dharwad PS-4 jurisdiction.
3646,100070032202612992,202612992,2026-06-10,32,7,1,5,12,3,2026-06-10 03:43:12,2026-06-10 03:43:12,14.979758,76.868507,Drug Possession reported near Ballari PS-3 jurisdiction.
3647,100070032202613938,202613938,2026-03-09,32,7,1,3,8,1,2026-03-09 15:45:40,2026-03-09 15:45:40,14.999599,76.856683,Dowry Harassment reported near Ballari PS-3 jurisdiction.
3648,100010001202604148,202604148,2026-05-27,1,1,2,4,9,3,2026-05-27 14:13:39,2026-05-27 14:13:39,12.829825,77.527331,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
3649,100040016202417443,202417443,2024-06-17,16,4,1,1,3,2,2024-06-17 20:02:12,2024-06-17 20:02:12,15.975265,74.461187,Attempt to Murder reported near Belagavi PS-2 jurisdiction.
3650,100060028202605500,202605500,2026-02-04,28,6,1,5,11,2,2026-02-04 21:08:33,2026-02-04 21:08:33,17.300731,76.779294,Drug Peddling reported near Kalaburagi PS-5 jurisdiction.
3651,100020007202401186,202401186,2024-06-16,7,2,1,3,8,2,2024-06-16 22:24:35,2024-06-16 22:24:35,12.345935,76.705293,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
3652,100030013202403578,202403578,2024-06-24,13,3,2,2,5,1,2024-06-24 02:45:44,2024-06-24 02:45:44,12.780491,74.730185,Vehicle Theft reported near Mangaluru PS-5 jurisdiction.
3653,100020007202404033,202404033,2024-01-11,7,2,1,3,8,3,2024-01-11 20:45:33,2024-01-11 20:45:33,12.375384,76.685048,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
3654,100050022202617882,202617882,2026-04-04,22,5,1,2,6,1,2026-04-04 12:58:01,2026-04-04 12:58:01,15.251997,75.049597,Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction.
3655,100010002202605837,202605837,2026-05-10,2,1,2,4,9,3,2026-05-10 12:13:34,2026-05-10 12:13:34,12.874021,77.655495,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
3656,100010001202505053,202505053,2025-11-30,1,1,2,2,6,4,2025-11-30 21:11:46,2025-11-30 21:11:46,12.848861,77.528948,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3657,100100051202514631,202514631,2025-09-26,51,10,2,5,11,1,2025-09-26 08:21:30,2025-09-26 08:21:30,14.440301,76.058987,Drug Peddling reported near Davanagere PS-6 jurisdiction.
3658,100010004202513775,202513775,2025-12-02,4,1,1,5,12,2,2025-12-02 12:06:58,2025-12-02 12:06:58,12.854466,77.562837,Drug Possession reported near Bengaluru PS-4 jurisdiction.
3659,100060025202402703,202402703,2024-08-16,25,6,1,5,11,2,2024-08-16 23:14:18,2024-08-16 23:14:18,17.374425,76.885104,Drug Peddling reported near Kalaburagi PS-2 jurisdiction.
3660,100020008202600568,202600568,2026-03-18,8,2,1,3,8,1,2026-03-18 22:31:11,2026-03-18 22:31:11,12.283975,76.639509,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
3661,100070034202506169,202506169,2025-01-23,34,7,2,6,13,3,2025-01-23 17:51:23,2025-01-23 17:51:23,15.28444,77.033567,Rioting reported near Ballari PS-5 jurisdiction.
3662,100010002202407926,202407926,2024-12-06,2,1,2,4,9,2,2024-12-06 14:53:15,2024-12-06 14:53:15,12.892267,77.656776,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
3663,100010003202402373,202402373,2024-01-19,3,1,2,2,6,1,2024-01-19 18:23:12,2024-01-19 18:23:12,13.012748,77.722759,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3664,100030013202604190,202604190,2026-05-13,13,3,2,2,5,3,2026-05-13 03:12:57,2026-05-13 03:12:57,12.797154,74.718598,Vehicle Theft reported near Mangaluru PS-5 jurisdiction.
3665,100060028202410962,202410962,2024-06-03,28,6,1,2,5,2,2024-06-03 23:47:12,2024-06-03 23:47:12,17.305892,76.747026,Vehicle Theft reported near Kalaburagi PS-5 jurisdiction.
3666,100010003202615820,202615820,2026-05-28,3,1,2,6,14,2,2026-05-28 05:18:03,2026-05-28 05:18:03,13.037495,77.701478,Public Nuisance reported near Bengaluru PS-3 jurisdiction.
3667,100030009202606701,202606701,2026-02-21,9,3,2,2,5,4,2026-02-21 04:33:46,2026-02-21 04:33:46,13.013223,74.692301,Vehicle Theft reported near Mangaluru PS-1 jurisdiction.
3668,100070030202606677,202606677,2026-05-29,30,7,2,6,13,1,2026-05-29 21:31:02,2026-05-29 21:31:02,15.196166,77.038291,Rioting reported near Ballari PS-1 jurisdiction.
3669,100100047202513214,202513214,2025-06-25,47,10,1,1,2,1,2025-06-25 02:17:40,2025-06-25 02:17:40,14.30014,76.002376,Grievous Hurt reported near Davanagere PS-2 jurisdiction.
3670,100010004202400206,202400206,2024-01-19,4,1,2,2,6,1,2024-01-19 18:33:10,2024-01-19 18:33:10,12.856569,77.572606,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
3671,100020007202413569,202413569,2024-04-14,7,2,1,1,2,1,2024-04-14 08:38:32,2024-04-14 08:38:32,12.376553,76.694203,Grievous Hurt reported near Mysuru PS-3 jurisdiction.
3672,100050022202510554,202510554,2025-03-13,22,5,1,2,6,3,2025-03-13 05:04:33,2025-03-13 05:04:33,15.235577,75.042086,Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction.
3673,100010001202406445,202406445,2024-05-25,1,1,1,2,6,4,2024-05-25 21:58:26,2024-05-25 21:58:26,12.839481,77.534844,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3674,100050022202511973,202511973,2025-06-23,22,5,1,2,6,1,2025-06-23 11:12:38,2025-06-23 11:12:38,15.240901,75.070394,Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction.
3675,100010001202415615,202415615,2024-06-11,1,1,1,3,7,3,2024-06-11 21:54:09,2024-06-11 21:54:09,12.824769,77.519195,Assault on Woman reported near Bengaluru PS-1 jurisdiction.
3676,100020006202510778,202510778,2025-07-23,6,2,1,1,2,2,2025-07-23 19:01:41,2025-07-23 19:01:41,12.332783,76.6687,Grievous Hurt reported near Mysuru PS-2 jurisdiction.
3677,100010001202611129,202611129,2026-01-08,1,1,1,2,6,2,2026-01-08 09:54:39,2026-01-08 09:54:39,12.829253,77.526621,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3678,100090042202411961,202411961,2024-05-25,42,9,1,3,7,2,2024-05-25 07:10:39,2024-05-25 07:10:39,13.794994,75.444217,Assault on Woman reported near Shivamogga PS-2 jurisdiction.
3679,100060025202503362,202503362,2025-08-27,25,6,1,5,11,4,2025-08-27 20:00:28,2025-08-27 20:00:28,17.372163,76.872572,Drug Peddling reported near Kalaburagi PS-2 jurisdiction.
3680,100020005202405718,202405718,2024-03-15,5,2,1,3,8,2,2024-03-15 20:29:30,2024-03-15 20:29:30,12.168695,76.557108,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
3681,100010001202403098,202403098,2024-04-07,1,1,1,4,9,1,2024-04-07 15:14:08,2024-04-07 15:14:08,12.810663,77.509464,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
3682,100010001202500325,202500325,2025-02-13,1,1,1,2,6,2,2025-02-13 21:29:06,2025-02-13 21:29:06,12.819639,77.540592,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3683,100030014202403274,202403274,2024-03-27,14,3,2,2,5,3,2024-03-27 03:19:50,2024-03-27 03:19:50,13.032045,74.883381,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
3684,100030010202503273,202503273,2025-09-17,10,3,1,2,5,2,2025-09-17 02:00:57,2025-09-17 02:00:57,12.987554,74.903554,Vehicle Theft reported near Mangaluru PS-2 jurisdiction.
3685,100060027202401609,202401609,2024-06-19,27,6,2,5,11,1,2024-06-19 21:53:51,2024-06-19 21:53:51,17.323015,76.757029,Drug Peddling reported near Kalaburagi PS-4 jurisdiction.
3686,100010004202405354,202405354,2024-04-18,4,1,2,2,6,3,2024-04-18 22:27:56,2024-04-18 22:27:56,12.851802,77.563317,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
3687,100040018202514674,202514674,2025-11-07,18,4,2,2,5,2,2025-11-07 15:15:35,2025-11-07 15:15:35,15.90208,74.614608,Vehicle Theft reported near Belagavi PS-4 jurisdiction.
3688,100010003202513220,202513220,2025-06-14,3,1,1,1,3,1,2025-06-14 14:31:03,2025-06-14 14:31:03,13.030523,77.693832,Attempt to Murder reported near Bengaluru PS-3 jurisdiction.
3689,100060027202611579,202611579,2026-03-17,27,6,1,5,12,2,2026-03-17 01:51:23,2026-03-17 01:51:23,17.32277,76.77586,Drug Possession reported near Kalaburagi PS-4 jurisdiction.
3690,100020005202403964,202403964,2024-04-19,5,2,1,3,8,2,2024-04-19 20:28:07,2024-04-19 20:28:07,12.183877,76.577118,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
3691,100060029202514473,202514473,2025-01-26,29,6,1,4,10,1,2025-01-26 09:21:37,2025-01-26 09:21:37,17.460768,76.892505,Phishing / Identity Theft reported near Kalaburagi PS-6 jurisdiction.
3692,100070034202609343,202609343,2026-05-30,34,7,1,6,13,3,2026-05-30 20:33:13,2026-05-30 20:33:13,15.2865,77.027438,Rioting reported near Ballari PS-5 jurisdiction.
3693,100070032202412277,202412277,2024-08-16,32,7,1,3,7,1,2024-08-16 17:09:17,2024-08-16 17:09:17,15.008969,76.856192,Assault on Woman reported near Ballari PS-3 jurisdiction.
3694,100010004202513876,202513876,2025-08-01,4,1,2,5,11,2,2025-08-01 07:50:32,2025-08-01 07:50:32,12.828206,77.585001,Drug Peddling reported near Bengaluru PS-4 jurisdiction.
3695,100010002202401495,202401495,2024-05-14,2,1,1,4,9,2,2024-05-14 17:12:04,2024-05-14 17:12:04,12.873648,77.685364,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
3696,100010003202504535,202504535,2025-07-15,3,1,2,2,6,2,2025-07-15 19:44:22,2025-07-15 19:44:22,13.026482,77.714509,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3697,100030013202403427,202403427,2024-09-21,13,3,1,2,5,1,2024-09-21 03:08:47,2024-09-21 03:08:47,12.787348,74.745862,Vehicle Theft reported near Mangaluru PS-5 jurisdiction.
3698,100010002202512497,202512497,2025-09-15,2,1,1,1,2,2,2025-09-15 17:21:06,2025-09-15 17:21:06,12.877922,77.659548,Grievous Hurt reported near Bengaluru PS-2 jurisdiction.
3699,100030014202503154,202503154,2025-01-09,14,3,2,2,5,2,2025-01-09 02:55:41,2025-01-09 02:55:41,13.00285,74.875538,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
3700,100070031202402692,202402692,2024-10-23,31,7,1,6,13,2,2024-10-23 19:22:43,2024-10-23 19:22:43,15.229821,76.820645,Rioting reported near Ballari PS-2 jurisdiction.
3701,100030014202508817,202508817,2025-08-08,14,3,2,2,5,1,2025-08-08 02:08:08,2025-08-08 02:08:08,13.030577,74.885281,Vehicle Theft reported near Mangaluru PS-6 jurisdiction.
3702,100060024202400969,202400969,2024-10-05,24,6,1,5,11,2,2024-10-05 23:46:28,2024-10-05 23:46:28,17.281954,76.904728,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
3703,100090041202413374,202413374,2024-03-28,41,9,1,2,5,2,2024-03-28 14:20:41,2024-03-28 14:20:41,13.949348,75.439649,Vehicle Theft reported near Shivamogga PS-1 jurisdiction.
3704,100030011202406909,202406909,2024-08-07,11,3,1,2,5,2,2024-08-07 04:31:50,2024-08-07 04:31:50,12.869306,74.746781,Vehicle Theft reported near Mangaluru PS-3 jurisdiction.
3705,100070031202511128,202511128,2025-05-02,31,7,1,3,7,3,2025-05-02 05:00:24,2025-05-02 05:00:24,15.202261,76.851587,Assault on Woman reported near Ballari PS-2 jurisdiction.
3706,100010004202403381,202403381,2024-10-04,4,1,2,2,6,1,2024-10-04 23:25:13,2024-10-04 23:25:13,12.843492,77.552076,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
3707,100020007202607738,202607738,2026-01-17,7,2,1,3,8,1,2026-01-17 21:34:30,2026-01-17 21:34:30,12.35106,76.689437,Dowry Harassment reported near Mysuru PS-3 jurisdiction.
3708,100010003202406868,202406868,2024-02-10,3,1,2,2,6,2,2024-02-10 22:16:30,2024-02-10 22:16:30,13.008846,77.727615,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3709,100060024202605914,202605914,2026-02-18,24,6,2,5,11,3,2026-02-18 22:30:47,2026-02-18 22:30:47,17.286632,76.885681,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
3710,100070032202514502,202514502,2025-10-29,32,7,1,2,6,1,2025-10-29 12:11:04,2025-10-29 12:11:04,14.987369,76.846571,Chain Snatching reported near Ballari PS-3 jurisdiction.
3711,100050023202417985,202417985,2024-08-22,23,5,1,2,5,4,2024-08-22 12:31:56,2024-08-22 12:31:56,15.40949,75.067053,Vehicle Theft reported near Hubballi-Dharwad PS-5 jurisdiction.
3712,100070034202510288,202510288,2025-07-13,34,7,2,2,6,2,2025-07-13 15:07:38,2025-07-13 15:07:38,15.256051,77.02408,Chain Snatching reported near Ballari PS-5 jurisdiction.
3713,100010002202514689,202514689,2025-10-28,2,1,1,3,7,2,2025-10-28 00:04:52,2025-10-28 00:04:52,12.868953,77.66081,Assault on Woman reported near Bengaluru PS-2 jurisdiction.
3714,100010003202507639,202507639,2025-05-08,3,1,2,2,6,2,2025-05-08 18:10:20,2025-05-08 18:10:20,13.012776,77.702192,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3715,100070031202515040,202515040,2025-06-06,31,7,2,5,11,4,2025-06-06 17:17:21,2025-06-06 17:17:21,15.229495,76.823248,Drug Peddling reported near Ballari PS-2 jurisdiction.
3716,100010001202401199,202401199,2024-02-10,1,1,1,2,6,2,2024-02-10 19:34:29,2024-02-10 19:34:29,12.833429,77.522284,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3717,100010001202405509,202405509,2024-11-28,1,1,2,2,6,1,2024-11-28 21:30:00,2024-11-28 21:30:00,12.817349,77.510411,Chain Snatching reported near Bengaluru PS-1 jurisdiction.
3718,100020005202504727,202504727,2025-06-20,5,2,1,3,8,1,2025-06-20 22:35:34,2025-06-20 22:35:34,12.186417,76.577986,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
3719,100060025202412964,202412964,2024-03-07,25,6,1,3,7,2,2024-03-07 20:23:45,2024-03-07 20:23:45,17.399978,76.880716,Assault on Woman reported near Kalaburagi PS-2 jurisdiction.
3720,100010001202405472,202405472,2024-12-11,1,1,2,4,9,4,2024-12-11 17:15:20,2024-12-11 17:15:20,12.819149,77.517884,Online Financial Fraud reported near Bengaluru PS-1 jurisdiction.
3721,100020007202515054,202515054,2025-10-11,7,2,2,2,4,2,2025-10-11 00:11:35,2025-10-11 00:11:35,12.368799,76.708248,House Burglary reported near Mysuru PS-3 jurisdiction.
3722,100020008202603205,202603205,2026-06-10,8,2,1,3,8,1,2026-06-10 20:49:16,2026-06-10 20:49:16,12.279267,76.617969,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
3723,100070030202509995,202509995,2025-04-08,30,7,1,3,8,1,2025-04-08 19:17:59,2025-04-08 19:17:59,15.197494,77.014058,Dowry Harassment reported near Ballari PS-1 jurisdiction.
3724,100010003202408317,202408317,2024-08-25,3,1,2,4,9,1,2024-08-25 11:27:05,2024-08-25 11:27:05,13.027822,77.70326,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.
3725,100050020202612579,202612579,2026-02-07,20,5,1,6,14,2,2026-02-07 18:29:57,2026-02-07 18:29:57,15.292823,75.061966,Public Nuisance reported near Hubballi-Dharwad PS-2 jurisdiction.
3726,100090042202616102,202616102,2026-03-11,42,9,2,4,9,2,2026-03-11 13:22:01,2026-03-11 13:22:01,13.810204,75.460344,Online Financial Fraud reported near Shivamogga PS-2 jurisdiction.
3727,100060024202506649,202506649,2025-03-05,24,6,1,5,11,1,2025-03-05 22:13:40,2025-03-05 22:13:40,17.274994,76.879895,Drug Peddling reported near Kalaburagi PS-1 jurisdiction.
3728,100020008202401333,202401333,2024-03-04,8,2,1,3,8,4,2024-03-04 19:20:20,2024-03-04 19:20:20,12.266568,76.610033,Dowry Harassment reported near Mysuru PS-4 jurisdiction.
3729,100010004202403562,202403562,2024-08-24,4,1,2,4,9,1,2024-08-24 13:04:32,2024-08-24 13:04:32,12.860702,77.581413,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
3730,100050020202410835,202410835,2024-05-09,20,5,1,2,5,3,2024-05-09 18:50:43,2024-05-09 18:50:43,15.274834,75.054121,Vehicle Theft reported near Hubballi-Dharwad PS-2 jurisdiction.
3731,100030013202413072,202413072,2024-07-17,13,3,1,3,7,1,2024-07-17 08:16:27,2024-07-17 08:16:27,12.808191,74.721466,Assault on Woman reported near Mangaluru PS-5 jurisdiction.
3732,100090045202610460,202610460,2026-02-19,45,9,1,1,3,1,2026-02-19 02:50:28,2026-02-19 02:50:28,13.90622,75.730724,Attempt to Murder reported near Shivamogga PS-5 jurisdiction.
3733,100010003202507865,202507865,2025-02-17,3,1,1,2,6,2,2025-02-17 22:43:01,2025-02-17 22:43:01,13.038671,77.725699,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3734,100010003202412606,202412606,2024-03-07,3,1,1,1,2,1,2024-03-07 08:33:27,2024-03-07 08:33:27,13.04047,77.702168,Grievous Hurt reported near Bengaluru PS-3 jurisdiction.
3735,100020005202515236,202515236,2025-03-18,5,2,2,4,10,2,2025-03-18 20:51:27,2025-03-18 20:51:27,12.166818,76.548946,Phishing / Identity Theft reported near Mysuru PS-1 jurisdiction.
3736,100080035202617188,202617188,2026-05-01,35,8,1,2,6,2,2026-05-01 11:12:50,2026-05-01 11:12:50,13.249215,77.120367,Chain Snatching reported near Tumakuru PS-1 jurisdiction.
3737,100080037202416828,202416828,2024-06-01,37,8,1,6,14,1,2024-06-01 10:47:50,2024-06-01 10:47:50,13.228919,76.995365,Public Nuisance reported near Tumakuru PS-3 jurisdiction.
3738,100040017202412280,202412280,2024-06-11,17,4,1,6,14,2,2024-06-11 00:51:15,2024-06-11 00:51:15,15.864324,74.604723,Public Nuisance reported near Belagavi PS-3 jurisdiction.
3739,100010003202607756,202607756,2026-01-08,3,1,1,2,6,2,2026-01-08 19:24:55,2026-01-08 19:24:55,13.03642,77.710436,Chain Snatching reported near Bengaluru PS-3 jurisdiction.
3740,100070032202511367,202511367,2025-10-19,32,7,1,5,12,1,2025-10-19 20:39:36,2025-10-19 20:39:36,15.005231,76.884344,Drug Possession reported near Ballari PS-3 jurisdiction.
3741,100090043202512510,202512510,2025-01-14,43,9,2,2,4,3,2025-01-14 02:31:30,2025-01-14 02:31:30,13.958293,75.643671,House Burglary reported near Shivamogga PS-3 jurisdiction.
3742,100080037202412664,202412664,2024-07-08,37,8,2,4,9,1,2024-07-08 19:50:26,2024-07-08 19:50:26,13.248307,77.001791,Online Financial Fraud reported near Tumakuru PS-3 jurisdiction.
3743,100010004202506367,202506367,2025-10-19,4,1,1,2,6,3,2025-10-19 19:22:26,2025-10-19 19:22:26,12.85935,77.551198,Chain Snatching reported near Bengaluru PS-4 jurisdiction.
3744,100020005202513649,202513649,2025-04-20,5,2,2,2,4,1,2025-04-20 06:38:43,2025-04-20 06:38:43,12.183308,76.541551,House Burglary reported near Mysuru PS-1 jurisdiction.
3745,100070031202414002,202414002,2024-01-20,31,7,2,5,12,4,2024-01-20 22:36:25,2024-01-20 22:36:25,15.205923,76.836644,Drug Possession reported near Ballari PS-2 jurisdiction.
3746,100070030202505371,202505371,2025-11-13,30,7,2,6,13,3,2025-11-13 18:44:01,2025-11-13 18:44:01,15.182478,77.007111,Rioting reported near Ballari PS-1 jurisdiction.
3747,100010004202517631,202517631,2025-08-23,4,1,1,4,9,4,2025-08-23 16:52:38,2025-08-23 16:52:38,12.839634,77.583743,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
3748,100010001202617190,202617190,2026-03-08,1,1,1,3,8,1,2026-03-08 01:12:31,2026-03-08 01:12:31,12.838573,77.541898,Dowry Harassment reported near Bengaluru PS-1 jurisdiction.
3749,100040017202617881,202617881,2026-02-16,17,4,1,1,3,3,2026-02-16 03:50:40,2026-02-16 03:50:40,15.871506,74.590888,Attempt to Murder reported near Belagavi PS-3 jurisdiction.
3750,100100048202613024,202613024,2026-05-29,48,10,1,4,9,1,2026-05-29 05:45:33,2026-05-29 05:45:33,14.517818,75.941479,Online Financial Fraud reported near Davanagere PS-3 jurisdiction.
3751,100020006202606387,202606387,2026-05-30,6,2,1,3,8,3,2026-05-30 21:43:07,2026-05-30 21:43:07,12.33124,76.673275,Dowry Harassment reported near Mysuru PS-2 jurisdiction.
3752,100040015202416153,202416153,2024-08-11,15,4,2,6,13,2,2024-08-11 06:56:04,2024-08-11 06:56:04,15.904112,74.500421,Rioting reported near Belagavi PS-1 jurisdiction.
3753,100070033202408723,202408723,2024-01-23,33,7,1,6,13,1,2024-01-23 17:35:58,2024-01-23 17:35:58,15.050193,76.826062,Rioting reported near Ballari PS-4 jurisdiction.
3754,100050023202515667,202515667,2025-02-10,23,5,1,1,1,2,2025-02-10 05:10:34,2025-02-10 05:10:34,15.406713,75.096133,Murder reported near Hubballi-Dharwad PS-5 jurisdiction.
3755,100020005202402246,202402246,2024-01-02,5,2,1,3,8,1,2024-01-02 19:12:22,2024-01-02 19:12:22,12.160111,76.559432,Dowry Harassment reported near Mysuru PS-1 jurisdiction.
3756,100010002202503295,202503295,2025-10-18,2,1,1,4,9,3,2025-10-18 10:58:01,2025-10-18 10:58:01,12.905894,77.647223,Online Financial Fraud reported near Bengaluru PS-2 jurisdiction.
3757,100010004202501288,202501288,2025-05-23,4,1,2,4,9,1,2025-05-23 14:32:31,2025-05-23 14:32:31,12.858082,77.560807,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.
